"Sample","Date","Filter1ID","Filter2ID","Rack","Carousel","SampleNum","Filter1Mass_g","Filter2Mass_g","AcidVol_L","Vol_acid_used_in_dilution_L","Vol_diluted_L","Duration_days","Reservoir","Depth_m","Site","TrapXSA_m2","CombinedCollectionVol_L","CombinedFilterVol_L","CombinedSedMass_g","CombinedXSA_m2","Flag_CombinedCollectionVol_L","Flag_Filter2ID","Flag_CombinedSedMass_g","Flag_ICPTLi_mgL","Flag_ICPTNa_mgL","Flag_ICPTMg_mgL","Flag_ICPTAl_mgL","Flag_ICPTK_mgL","Flag_ICPTCa_mgL","Flag_ICPTFe_mgL","Flag_ICPTMn_mgL","Flag_ICPTCu_mgL","Flag_ICPTSr_mgL","Flag_ICPTBa_mgL","nTraps","ICPTLi_mgL","ICPTNa_mgL","ICPTMg_mgL","ICPTAl_mgL","ICPTK_mgL","ICPTCa_mgL","ICPTFe_mgL","ICPTMn_mgL","ICPTCu_mgL","ICPTSr_mgL","ICPTBa_mgL","DilutionFactor","TLi_g","TNa_g","TMg_g","TAl_g","TK_g","TCa_g","TFe_g","TMn_g","TCu_g","TSr_g","TBa_g","TLiFlux_gm2d","TNaFlux_gm2d","TMgFlux_gm2d","TAlFlux_gm2d","TKFlux_gm2d","TCaFlux_gm2d","TFeFlux_gm2d","TMnFlux_gm2d","TCuFlux_gm2d","TSrFlux_gm2d","TBaFlux_gm2d"
"2",2022-05-17,"F_sed_4m_R2_F1_17May22","F_sed_4m_R2_F2_17May22",10,NA,10,0.005,0.005,0.01,5e-04,0.01,15,"FCR",4,50,0.0040715,1.764,0.278,0.01,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00452963235416065,0.14194451542209,0.195629603067039,1.17756845412485,0.207051322903264,0.837407866073515,5.31315350488914,0.704544293333434,0.00543468816875374,0.00661757317941375,0.0278440320970121,20,5.74839674297797e-06,0.00018013678072271,0.000248266632957019,0.00149441061372391,0.000262761534965005,0.00106272480270049,0.00674273581483773,0.000894112326215955,6.8969711724328e-06,8.3981288406373e-06,3.53358795821074e-05,9.41241433211016e-05,0.00294955635879831,0.00406511331543689,0.0244694521056762,0.00430245257628238,0.0174010365172621,0.110405433130095,0.0146401789056606,0.000112930880059483,0.000137510808312044,0.00057858904715064
"3",2022-05-17,"F_sed_8m_R1_F1_17May22","F_sed_8m_R1_F2_17May22",11,NA,11,0.002,0.003,0.01,5e-04,0.01,15,"FCR",8,50,0.0040715,1.802,0.159,0.005,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00444945891866038,0.126116936559211,0.175806586502983,1.21707156295515,0.203004802071549,0.99238560786332,17.3697707111105,0.722252322311896,0.00970722290819881,0.008536067338342,0.347316195080924,20,1.00854402156302e-05,0.000285865056200878,0.000398494929406762,0.00275869554269834,0.000460144218028844,0.00224940737782353,0.0393714802785171,0.00163710526390696,2.20030385919173e-05,1.93484193002419e-05,0.000787250042183428,0.000165138813960951,0.00468074921119781,0.00652494869878851,0.0451708304506667,0.00753439302515608,0.0368317553370752,0.644667899275732,0.0268059317025988,0.000360277352194806,0.00031681066437827,0.0128904178178956
"4",2022-05-17,"F_sed_8m_R2_F1_17May22","F_sed_8m_R2_F2_17May22",12,NA,12,0.003,0.001,0.01,5e-04,0.01,15,"FCR",8,50,0.0040715,1.821,0.159,0.004,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00494079502942338,0.125846671804709,0.194217220341518,1.45274848716759,0.220389890249819,1.11014118146406,18.8847724907813,0.752498474575876,0.0105479380606096,0.00885124310268179,0.381426495558352,20,1.13172172938113e-05,0.000288260112397956,0.000444867368857741,0.00332761634607822,0.000504817597666566,0.00254285168735353,0.0432568184977519,0.00172364744931154,2.41607486897737e-05,2.02743568427466e-05,0.000873682576618565,0.000185307909350547,0.00471996581764225,0.00728425017573771,0.0544863292984275,0.00826587412774271,0.0416366071039097,0.708286356342902,0.0282229718664134,0.000395607657943816,0.00033197194879441,0.0143056625587386
"5",2022-05-17,"B_sed_4m_R1_F1_17May22","B_sed_4m_R1_F2_17May22",13,NA,13,0.005,0.005,0.01,5e-04,0.01,15,"BVR",4,50,0.0040715,1.734,0.282,0.01,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00496436716461065,0.138463309273769,0.135914717973638,1.14840387436185,0.166176260645194,0.823167338955176,7.34241200801658,0.649759399727605,0.00482427367467609,0.00601769048825902,0.0243721036300803,20,6.1051153641382e-06,0.000170280410128167,0.000167146185082474,0.00141229242421521,0.000204361443942388,0.00101232068492785,0.00902960455453954,0.000799065814984161,5.93283017864421e-06,7.40047894088024e-06,2.99725019110349e-05,9.9965047511371e-05,0.00278816832663092,0.00273684858295426,0.0231248503698917,0.00334621055208789,0.0165757204130804,0.147850580122634,0.0130838890660143,9.71440530295012e-05,0.000121175307067506,0.000490769199083629
"6",2022-05-17,"B_sed_4m_R2_F1_17May22","B_sed_4m_R2_F2_17May22",14,NA,14,0.004,0.00600000000000001,0.01,5e-04,0.01,15,"BVR",4,50,0.0040715,1.78,0.278,0.01,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00926077542911352,0.215629030428803,0.201615568664691,2.00569275211572,0.227195030543783,1.29293276367984,7.74048519538639,0.784190360867216,0.00528542842650648,0.00955905200990666,0.0253000233906146,20,1.18591224919583e-05,0.000276129261987963,0.000258183965628165,0.00256844107824891,0.000290940398825852,0.0016556980714749,0.00991227600560272,0.00100421499449183,6.76839035912341e-06,1.22410881853481e-05,3.2398591104528e-05,0.000194181055171449,0.00452133549450184,0.00422749953953359,0.0420556073232454,0.00476385277867865,0.0271103699942675,0.162303426347418,0.0164429979858665,0.000110825500169854,0.000200435354461469,0.0005304939392448
"7",2022-05-17,"B_sed_8m_R1_F1_17May22","B_sed_8m_R1_F2_17May22",15,NA,15,0.003,0.005,0.01,5e-04,0.01,15,"BVR",8,50,0.0040715,1.761,0.166,0.008,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013524188424201,0.22952781541779,0.631387537891911,4.77963161809911,0.481388466355012,3.95279986774917,44.4828844835969,3.54221671679242,0.0219921777329022,0.0275582820130494,0.915386093554037,20,2.86940913433951e-05,0.000486986124037022,0.00133960657135862,0.0101408810596055,0.00102135552921828,0.00838660309289914,0.0943787464766435,0.00751547426297765,4.66605120333021e-05,5.84700417168434e-05,0.00194216254307067,0.000469836527789024,0.00797390190408158,0.0219346935422428,0.166046601328019,0.0167236567885429,0.137322085929005,1.54535587173676,0.12305823837206,0.000764018372152804,0.000957387395584647,0.0318009340221978
"8",2022-05-17,"B_sed_8m_R2_F1_17May22","B_sed_8m_R2_F2_17May22",16,NA,16,0.003,0.00600000000000001,0.01,5e-04,0.01,15,"BVR",8,50,0.0040715,1.722,0.161,0.00900000000000001,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00510310504634514,0.15583027872575,0.264361690291949,2.08147851856475,0.350777488368212,1.29709980854054,37.1752416715005,3.20917839111862,0.01842632940404,0.00996015487052135,0.763820212490047,20,1.09162073165296e-05,0.000333341291882909,0.000565504137494082,0.00445255404840807,0.000750358801205045,0.00277466567739976,0.0795226908799054,0.00686485116708853,3.94163220295116e-05,2.13060704186805e-05,0.00163391106323958,0.000178741779303772,0.00545812422748224,0.00925955442292492,0.0729060386984007,0.0122863613116385,0.0454323251447012,1.30210308862263,0.112404947678391,0.000645402137287841,0.000348865208050767,0.0267536299191875
"1",2022-05-31,"F_sed_4m_R1_F1_31May22","F_sed_4m_R1_F2_31May22",17,NA,17,0.005,0.005,0.01,5e-04,0.01,14,"FCR",4,50,0.0040715,1.749,0.282,0.01,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00513942247173831,0.126588756340791,0.189344605874271,1.63925106891319,0.168299080641757,0.874554435705014,4.06209661759256,0.573990842036099,0.00149213445218239,0.00682193992979736,0.0320028433423844,20,6.37507085324135e-06,0.000157023925418471,0.000234867883456808,0.0020333688790987,0.000208762476625839,0.00108481965109792,0.00503872835756694,0.000711992895546906,1.85088167153688e-06,8.46210846611034e-06,3.96971439757662e-05,0.000111841386172898,0.00275475738001913,0.00412041689543707,0.035672512396251,0.00366243533667548,0.0190315898159317,0.0883971922872746,0.0124908842923266,3.24710386052329e-05,0.000148455438783712,0.00069642890433091
"2",2022-05-31,"F_sed_4m_R2_F1_31May22","F_sed_4m_R2_F2_31May22",18,NA,18,0.005,0.004,0.01,5e-04,0.01,14,"FCR",4,50,0.0040715,1.775,0.277,0.009,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00446972021250873,0.116128332725609,0.19774472191323,1.69461964766996,0.162435356037951,0.739434614912107,4.98791728609623,0.670934283765874,0.00663854354375809,0.0059636209589139,0.0353189670402169,20,5.72834178859422e-06,0.000148828729666394,0.000253427351188436,0.00217180496362035,0.00020817527578871,0.000947650860266419,0.00639245717171177,0.000859861627208972,8.50788071492463e-06,7.64290772712792e-06,4.52643801417942e-05,0.000100495461283034,0.00261098453827817,0.00444601588022027,0.0381011730253916,0.00365213374833266,0.0166251620193754,0.112146403952769,0.0150850270558231,0.000149258446604878,0.00013408374812947,0.000794098000768306
"3",2022-05-31,"F_sed_8m_R1_F1_31May22","F_sed_8m_R1_F2_31May22",19,NA,19,0.00800000000000001,0.00800000000000001,0.01,5e-04,0.01,14,"FCR",8,50,0.0040715,1.755,0.164,0.016,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0052571946536195,0.129157081796652,0.141843582497782,1.19558411791141,0.134868961435976,0.822813599917638,5.09690451464216,0.438806414489825,0.00164917588277359,0.00638687722284401,0.0302758360360001,20,1.12516788013442e-05,0.000276427656772103,0.000303579862540985,0.00255884161821283,0.000288652472341631,0.00176102179006763,0.0109086188087768,0.000939152752962979,3.52963862715567e-06,1.36694750318186e-05,6.47976734672929e-05,0.000197394410647957,0.00484952293419594,0.00532586906441965,0.0448911706498629,0.00506398962021072,0.0308945771138687,0.191375919874683,0.0164760750331219,6.19223983290762e-05,0.000239811144222357,0.0011367813453675
"4",2022-05-31,"F_sed_8m_R2_F1_31May22","F_sed_8m_R2_F2_31May22",20,NA,20,0.00700000000000001,0.00700000000000001,0.01,5e-04,0.01,14,"FCR",8,50,0.0040715,1.664,0.161,0.014,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00430344988124088,0.11235707713485,0.148254133223068,1.29801752166309,0.135666204141154,0.665963746555971,8.28892281171583,0.627210130889377,0.00260851939816462,0.00528287109456742,0.0457465599687599,20,8.89557838805568e-06,0.000232251150748311,0.000306453264202715,0.00268310702614582,0.000280432998373764,0.00137660083760141,0.0171338727437207,0.00129649398484463,5.39202022179618e-06,1.09201211197021e-05,9.45618332770391e-05,0.000156060040842366,0.00407451010944213,0.0053762787355084,0.0470712272792726,0.00491979085233179,0.0241504681953196,0.300588985170798,0.0227451094690378,9.45951864317501e-05,0.000191577711262997,0.00165895042678267
"5",2022-05-31,"B_sed_4m_R1_F1_31May22","B_sed_4m_R1_F2_31May22",21,NA,21,0.00800000000000001,0.00800000000000001,0.01,5e-04,0.01,14,"BVR",4,50,0.0040715,1.799,0.282,0.016,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00419616204686501,0.118424307030037,0.15579926274891,1.27228922140074,0.150273482545806,0.750777163039351,4.46396940793963,0.935973516372932,0.00178895248133821,0.00588791443489615,0.0436959362574877,20,5.35382661156748e-06,0.00015109597755109,0.000198782179918645,0.00162329667326236,0.000191731911418372,0.000957906465466519,0.00569551841481092,0.00119419599713114,2.28250036448755e-06,7.51231068679303e-06,5.575105626044e-05,9.39251348496953e-05,0.00265076011913984,0.00348734548373967,0.0284783893837365,0.00336365873262526,0.0168050817611361,0.0999196227225999,0.0209504394156442,4.00431635320002e-05,0.000131792612178611,0.000978071547173558
"6",2022-05-31,"B_sed_4m_R2_F1_31May22","B_sed_4m_R2_F2_31May22",22,NA,22,0.002,0.00600000000000001,0.01,5e-04,0.01,14,"BVR",4,50,0.0040715,1.813,0.279,0.00800000000000001,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0045578571755058,0.123473855621557,0.158484115753948,1.32163383539851,0.159491475815398,0.7756999985456,4.17083265109635,0.860395278134232,0.00165678225893164,0.00609427626246604,0.0401341380557242,20,5.92358068759284e-06,0.000160471756445794,0.000205972546137568,0.00171765028213441,0.000207281753156499,0.00100813196943597,0.00542058752432809,0.00111820547617015,2.15322310784449e-06,7.92037481279637e-06,5.21599944767226e-05,0.000103920645034172,0.0028152445824774,0.00361349004644775,0.03013368681487,0.00363645818768968,0.017686215495096,0.0950963583854334,0.019617295769726,3.77751812747933e-05,0.000138951506338422,0.000915071568511475
"7",2022-05-31,"B_sed_8m_R1_F1_31May22","B_sed_8m_R1_F2_31May22",23,NA,23,0.00700000000000001,0.00600000000000001,0.01,5e-04,0.01,14,"BVR",8,50,0.0040715,1.805,0.161,0.013,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00558315491529785,0.153554729012298,0.142263748072635,1.32183945712816,0.173480813312954,0.953046049662525,8.518905970084,0.116368999420676,0.00449304629061643,0.00584482248876354,0.0167344084885385,20,1.25187510833697e-05,0.000344305945176643,0.000318988900957896,0.00296387604983395,0.000388984929229667,0.00213695418588926,0.0191013978583871,0.000260926762676174,1.00744702541151e-05,1.31054715431282e-05,3.75224935674683e-05,0.000219623358947557,0.00604034920749887,0.00559619832911521,0.0519969132091358,0.0068241772816208,0.0374897665986433,0.33510636407058,0.00457758219463122,0.000176741991440766,0.00022991651976506,0.000658277812099232
"8",2022-05-31,"B_sed_8m_R2_F1_31May22","B_sed_8m_R2_F2_31May22",24,NA,24,0.00900000000000001,0.00900000000000001,0.01,5e-04,0.01,14,"BVR",8,50,0.0040715,1.817,0.16,0.018,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00628084916978951,0.193757836751882,0.1554241663894,1.50707383188638,0.164493389454985,0.894865215431334,9.22633035504002,0.12297231759783,0.00264240435320849,0.00690231457011727,0.0182970850523278,20,1.42653786768844e-05,0.000440072486722712,0.000353007137911925,0.00342294144067194,0.000373605610799635,0.00203246262054842,0.0209553028188846,0.000279300876344071,6.00156088722478e-06,1.56768819673788e-05,4.15572544250995e-05,0.000250265410727609,0.00772043449628449,0.00619299903355949,0.0600505507038814,0.00655436941105655,0.0356566134023687,0.367630441902504,0.00489992941078352,0.000105288694711054,0.00027502819191556,0.000729061848478088
"1",2022-06-13,"F_sed_4m_R1_F1_13Jun22","F_sed_4m_R1_F2_13Jun22",25,NA,25,0.015,0.013,0.01,5e-04,0.01,13,"FCR",4,50,0.0040715,1.823,0.282,0.028,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00532583887367705,0.126926955880333,0.237819141321523,2.49814972194609,0.196348987250763,0.941587240420178,7.27643000441951,1.58988403860858,0.00463737683003833,0.00732016382655511,0.0680388627883564,20,6.88581862887465e-06,0.000164104851467977,0.000307478223141232,0.00322987726461541,0.000253861137417121,0.00121738548885531,0.0094077531191892,0.00205557347686769,5.99570068167367e-06,9.46429691901416e-06,8.79679764987048e-05,0.000130094155978701,0.00310044212524163,0.00580920324471668,0.0610222515726656,0.00479621264922437,0.0230001320408337,0.177741205172715,0.038836064517286,0.00011327710788263,0.000178809490341193,0.00166198389364541
"2",2022-06-13,"F_sed_4m_R2_F1_13Jun22","F_sed_4m_R2_F2_13Jun22",26,NA,26,0.017,0.017,0.01,5e-04,0.01,13,"FCR",4,50,0.0040715,1.815,0.286,0.034,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00580603002486318,0.133513955761674,0.189073100878896,2.13184369205948,0.203481481962136,0.879350413739221,6.20735293590343,0.560434109838307,0.00197910734353058,0.00669743019670179,0.0409598340820859,20,7.36919195463404e-06,0.000169460020774432,0.000239977397269368,0.00270580160915242,0.000258264957875019,0.00111609860205363,0.00787856334172359,0.000711320216333236,2.51194393601958e-06,8.5005844804292e-06,5.19874817195706e-05,0.000139226555222211,0.0032016176380739,0.00453390637110436,0.051120860940542,0.00487941427512103,0.0210865132308755,0.148850137290615,0.0134390125796245,4.74582970936733e-05,0.000160602017408613,0.000982202396009231
"3",2022-06-13,"F_sed_8m_R1_F1_13Jun22","F_sed_8m_R1_F2_13Jun22",27,NA,27,0.003,0.003,0.01,5e-04,0.01,13,"FCR",8,50,0.0040715,1.771,0.161,0.006,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00529926950761099,0.121501543390713,0.17835240150629,1.8550401868145,0.174505939244107,0.716162003353102,10.2789659521994,0.119328898873557,0.00242111625476868,0.0055521541149213,0.0206867479753796,20,1.16583929167442e-05,0.000267303395459569,0.000392375283313838,0.0040810884109919,0.000383913066337035,0.00157555640737682,0.0226137250948387,0.000262523577521825,5.3264557604911e-06,1.22147390528269e-05,4.55108455458351e-05,0.000220262668582627,0.00505017798126883,0.00741316814467996,0.0771042313075298,0.00725329100666047,0.0297670752109282,0.427242371358858,0.00495987261398323,0.0001006330262045,0.000230773747207642,0.00085983894701131
"4",2022-06-13,"F_sed_8m_R2_F1_13Jun22","F_sed_8m_R2_F2_13Jun22",28,NA,28,0.002,0.004,0.01,5e-04,0.01,13,"FCR",8,50,0.0040715,1.784,0.159,0.006,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00518054207122647,0.123384849848901,0.190197296848014,2.0794401761568,0.186463911923358,0.682974340776028,12.6171336677755,0.159984306860854,0.00308267900676304,0.00537425760187539,0.0242639362423532,20,1.16252667359346e-05,0.000276878707082314,0.0004268075189646,0.00466631606825627,0.000418429709272039,0.00153261160244583,0.028313165362656,0.000359008809358193,6.91760924284939e-06,1.20599692600575e-05,5.4448883341331e-05,0.000219636813798253,0.0052310848786086,0.0080636982961222,0.0881609701254738,0.00790541586963864,0.0289557166125852,0.534922214694187,0.00678277348847416,0.000130694777824264,0.000227849672867824,0.00102870579433645
"5",2022-06-13,"B_sed_4m_R1_F1_13Jun22","B_sed_4m_R1_F2_13Jun22",29,NA,29,0.00900000000000001,0.01,0.01,5e-04,0.01,13,"BVR",4,50,0.0040715,1.701,0.282,0.019,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00522086382596081,0.125618694916611,0.296601951051106,2.82151561893158,0.272550389287259,1.54091556646242,9.67614574171718,1.22954522321533,0.00884016537872314,0.00948290018341447,0.143254227840861,20,6.29836125387187e-06,0.000151544255356848,0.000357815545204207,0.00340382841688129,0.000328800150480587,0.0018589343110302,0.0116731375224546,0.00148330242885764,1.06646250419915e-05,1.14400093702043e-05,0.000172819462097379,0.000118995290978979,0.00286313408131284,0.00676022908216036,0.0643087204088701,0.00621203960892483,0.0351209497733815,0.220541239241908,0.0280241156417053,0.000201487356615716,0.000216136736039529,0.00326508775063772
"6",2022-06-13,"B_sed_4m_R2_F1_13Jun22","B_sed_4m_R2_F2_13Jun22",30,NA,30,0.01,0.00800000000000001,0.01,5e-04,0.01,13,"BVR",4,50,0.0040715,1.792,0.284,0.018,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00824777858232505,0.167818625361002,0.337359504136695,5.35768155602016,0.355803096683128,1.63627241413369,8.02196711540344,1.04598964123705,0.00541206161559484,0.0107577775019184,0.134731559061687,20,1.04084642391032e-05,0.000211782377920363,0.000425738191135886,0.00676124320309023,0.000449013485391666,0.00206492969445604,0.0101234965287345,0.00132000946274422,6.82986930644081e-06,1.35760121714351e-05,0.000170027432280664,0.00019664769625829,0.0040012162956454,0.00804349542572451,0.127740545500906,0.00848323686019452,0.0390128320587959,0.191263785388762,0.0249390125118171,0.000129037102304779,0.000256492356274574,0.00321233777535522
"7",2022-06-13,"B_sed_8m_R1_F1_13Jun22","B_sed_8m_R1_F2_13Jun22",31,NA,31,0.00600000000000001,0.00700000000000001,0.01,5e-04,0.01,13,"BVR",8,50,0.0040715,1.75,0.166,0.013,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00674999932725996,0.140331487343112,0.218931041616717,3.05472794369854,0.228399097300398,1.03948971092555,9.51975850294632,0.149208337935619,0.00259771114802097,0.00739549833728215,0.0333743649689194,20,1.42319262924156e-05,0.000295879641988489,0.000461601593770186,0.00644069144755716,0.000481564361777948,0.00219169517363821,0.0200717799760916,0.000314595893237751,5.4771018181165e-06,1.55929181810166e-05,7.03676369826614e-05,0.000268884578399864,0.00559007060313226,0.0087210646949279,0.121684343278458,0.00909822238596525,0.0414078193377645,0.379217260244129,0.00594367778342419,0.000103479190585902,0.000294597874172561,0.00132945969606101
"8",2022-06-13,"B_sed_8m_R2_F1_13Jun22","B_sed_8m_R2_F2_13Jun22",32,NA,32,0.00600000000000001,0.00600000000000001,0.01,5e-04,0.01,13,"BVR",8,50,0.0040715,1.804,0.166,0.012,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00523965873203416,0.130036953212909,0.190383888812024,2.03905224967273,0.17626776161284,0.661430089216288,9.74221754957994,0.123883224255797,0.00269063261871691,0.00519857202012619,0.0230926264783066,20,1.1388366689867e-05,0.000282634534453118,0.000413798235442038,0.00443186778121639,0.000383116918011522,0.00143761431439299,0.0211746511559545,0.000269259441635491,5.84807378815097e-06,1.12990649690454e-05,5.01916845383917e-05,0.000215161047995296,0.00533983004663029,0.00781791317586672,0.0837315255427765,0.00723824933187584,0.0271609275431091,0.400053867048706,0.00508713367093004,0.000110487984737263,0.000213473865595658,0.000948274299556801
"1",2022-06-27,"F_sed_4m_R1_F1_27Jun22","F_sed_4m_R1_F2_27Jun22",1,NA,35,0.004,0.005,0.01,5e-04,0.01,14,"FCR",4,50,0.0040715,1.797,0.28,0.009,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0137934828336131,0.248736298154182,0.559341059873579,3.37792147392415,0.378779414386812,3.61215193903204,7.28257530374901,0.239267824056447,0.00771739440469655,0.0243092059043467,0.0261210152965315,20,1.77049204657162e-05,0.000319270805559332,0.000717954203280587,0.00433580349188693,0.000486190434037929,0.00463645502460041,0.00934770558631212,0.000307117342735311,9.9058269608855e-06,3.12026021500793e-05,3.35281889199051e-05,0.000310607190500452,0.00560114393711219,0.0125954668037506,0.076065393447254,0.00852950709703215,0.0813398892054597,0.16399195779569,0.00538792903168911,0.000173783389078885,0.00054740446922123,0.000588203521340065
"2",2022-06-27,"F_sed_4m_R2_F1_27Jun22","F_sed_4m_R2_F2_27Jun22",2,NA,36,0.005,0.005,0.01,5e-04,0.01,14,"FCR",4,50,0.0040715,1.817,0.276,0.01,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00523156882505741,0.137334213917869,0.173792553638467,1.38884142553181,0.215749818629219,0.735127159371957,6.3685627836169,0.173863582864737,0.00652784214305194,0.00574824214114007,0.0181533631748703,20,6.88823228632559e-06,0.000180823381658527,0.000228826862290648,0.00182864121028355,0.000284070594528472,0.00096791742650641,0.00838527433176225,0.000228920384105237,8.59499215501839e-06,7.56851881916776e-06,2.39019281802459e-05,0.000120844060390618,0.00317228437498513,0.00401443592727581,0.0320808619196777,0.00498360720914496,0.0169807095753831,0.147107495162581,0.00401607663208079,0.000150786690672416,0.000132778702464303,0.000419324716763669
"3",2022-06-27,"F_sed_8m_R1_F1_27Jun22","F_sed_8m_R1_F2_27Jun22",3,NA,37,0.00900000000000001,0.01,0.01,5e-04,0.01,14,"FCR",8,50,0.0040715,1.817,0.156,0.019,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00462707267023017,0.123446214254088,0.155412833012954,0.847240387749753,0.18919431966546,0.851145599381543,26.171165839712,0.932417472099507,0.00972082355599632,0.00853270128929663,0.211312850559322,20,1.07787064638567e-05,0.000287566373461126,0.000362032202031458,0.0019736356212068,0.000440725742092488,0.00198273276163624,0.0609653952958419,0.00217205454718565,2.26445338477504e-05,1.98768182598102e-05,0.000492250576238831,0.000189096795913347,0.00504493558816732,0.00635133071404814,0.0346245788882089,0.00773189491574689,0.0347841750431788,1.06954957449592,0.0381055516076147,0.00039726555407362,0.000348709992102072,0.00863582351605815
"4",2022-06-27,"F_sed_8m_R2_F1_27Jun22","F_sed_8m_R2_F2_27Jun22",4,NA,38,0.01,0.01,0.01,5e-04,0.01,14,"FCR",8,50,0.0040715,1.67,0.158,0.02,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0107387093490288,0.138923365002705,1.02065281956916,11.4155121223797,0.633820859404343,1.80168832767953,22.5124849585108,1.03419291723592,0.0111765812768592,0.0130828814908114,0.552835223772232,20,2.27008159656685e-05,0.000293673442474073,0.00215758254263354,0.02413152562579,0.00133984915848766,0.00380863228762635,0.0475896833933076,0.00218620528073922,2.36264439650062e-05,2.76562178350064e-05,0.00116865167556915,0.000398252942328529,0.00515207527015443,0.037851661245128,0.42335267145822,0.0235057132065694,0.0668169380822503,0.834892078968924,0.0383538057356752,0.00041449174514493,0.00048518829204762,0.0205023012854011
"5",2022-06-27,"B_sed_4m_R1_F1_27Jun22","B_sed_4m_R1_F2_27Jun22",5,NA,39,0.034,0.038,0.01,5e-04,0.01,14,"BVR",4,50,0.0040715,1.784,0.282,0.072,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0109563662646383,0.140753479375145,1.04348071360915,11.5418719063324,0.650375699361473,1.85057216322535,22.8226178239535,1.04209241194945,0.0115223416708644,0.013233315307577,0.55811557778963,20,1.38625229901523e-05,0.000178088090216496,0.00132026212275087,0.0146033329651752,0.000822886700468701,0.00234143314836456,0.0288762767361227,0.00131850557653746,1.45786223693774e-05,1.67434287295868e-05,0.000706154745231702,0.000243197891092302,0.00312429764769908,0.0231620870291902,0.256194329313085,0.0144363555107577,0.0410770538826434,0.506592458660773,0.0231312709695876,0.000255760817694029,0.000293739210357481,0.0123884623994615
"6",2022-06-27,"B_sed_4m_R2_F1_27Jun22","B_sed_4m_R2_F2_27Jun22",6,NA,40,0.028,0.027,0.01,5e-04,0.01,14,"BVR",4,50,0.0040715,1.817,0.277,0.055,0.0040715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0114492186678265,0.149000118480671,0.931770684482746,13.1770234044224,0.650494797244221,1.91742531552979,17.3629296652266,0.635141352088192,0.0102985240808151,0.0148849648603719,0.594613990634052,20,1.50203829021233e-05,0.000195475245689082,0.00122240240700733,0.0172871130150437,0.000853392813424368,0.00251549588326183,0.02277865935142,0.000833250423642054,1.35107713031343e-05,1.95277842247623e-05,0.000780082036810161,0.000263510866513277,0.00342933011156089,0.0214452800303035,0.303277363818945,0.0149715410856716,0.0441307325005145,0.399618591804004,0.01461817202579,0.000237026917126617,0.000342586695404682,0.0136854096736928
