Reservoir,Site,DateTime,Depth_m,Rep,RunDate,TP_ugL,TN_ugL,Notes_lachat,SampleID_lachat
CCR,50,8/19/21 12:00,21,,4/13/22,28.5,343,datetime_flag!,C19aug21 21m T
CCR,100,8/19/21 12:51,0.1,,4/13/22,12.6,500,,C19aug21 HPB T
FCR,50,9/6/21 9:45,0.1,,4/13/22,14.6,278,,F6sep21 0.1m T
BVR,50,9/21/21 10:23,6,,4/13/22,17.5,252,,B21sep21 6m T
FCR,50,9/6/21 13:29,3.8,,4/13/22,18.9,274,,F6sep21 3.8m T
FCR,50,8/2/21 10:53,3.8,,4/13/22,20.6,224,,F2aug21 3.8m T
CCR,50,8/19/21 12:00,9,,4/13/22,12.1,216,datetime_flag!,C19aug21 9m T
FCR,50,8/23/21 12:44,1.6,,4/13/22,17.2,274,,F23aug21 1.6m T
BVR,50,9/6/21 9:59,3,,4/13/22,16.1,387,,B6sep21 3m T
BVR,50,11/9/21 11:00,6,,4/13/22,18.7,366,,B9nov21 6m T
FCR,50,9/27/21 11:24,9,,4/13/22,37,1080,,F27sep21 9m T
FCR,50,8/31/21 9:45,1.6,,4/13/22,19.1,350,,F31aug21 1.6m T
FCR,50,9/27/21 10:42,3.8,,4/13/22,24.8,286,,F27sep21 3.8m T
CCR,400,8/19/21 15:34,0.1,,4/13/22,79.7,854,,C19aug21 TCT T
FCR,50,9/6/21 13:39,5,,4/13/22,29.2,521,,F6sep21 5m T
FCR,50,8/2/21 10:30,0.1,,4/13/22,19.9,340,,F2aug21 0.1m T
CCR,50,8/19/21 11:45,0.1,,4/13/22,7.6,200,,C19aug21 0.1m T
BVR,50,12/6/21 9:57,0.1,,4/13/22,22.8,330,,B6dec21 0.1m T
BVR,50,9/6/21 10:07,6,,4/13/22,19.7,315,,B6sep21 6m T
FCR,50,8/23/21 13:13,6.2,,4/13/22,25.6,734,,F23aug21 6.2m T
CCR,50,9/23/21 13:26,0.1,,4/13/22,7.95,202,,C23sep21 0.1m T
SUN,buoy,10/20/21 12:00,1,,4/13/22,3.89,163,datetime_flag!,SUNP 20oct21 buoy 1m T
FCR,50,8/23/21 10:00,0.1,,4/13/22,18.8,285,,F23aug21 0.1m T
SUN,HH,10/20/21 12:00,1,,4/13/22,4.5,150,datetime_flag!,SUNP 20oct21 H.H. 1m T
FCR,50,8/31/21 9:30,8,,4/13/22,20.1,1010,,F31aug21 8m T
CCR,50,11/19/21 12:11,9,,4/13/22,11.4,229,,C19nov21 9m T
FCR,50,8/23/21 13:05,5,,4/13/22,34.6,669,,F23aug21 5m T
FCR,50,11/22/21 10:04,0.1,,4/13/22,29.5,343,,F22nov21 0.1m T
FCR,50,9/14/21 10:59,1.6,,4/13/22,17.4,250,,F14sep21 1.6m T
FCR,50,9/14/21 10:46,0.1,,4/13/22,17.3,271,,F14sep21 0.1m T
FCR,50,9/6/21 13:50,6.2,,4/13/22,24.5,802,,F6sep21 6.2m T
BVR,50,11/22/21 10:18,9,,4/13/22,20.8,329,,B22nov21 9m T
FCR,50,8/2/21 11:37,8,,4/13/22,21.5,834,,F2aug21 8m t
FCR,50,9/6/21 14:08,9,,4/13/22,28.1,1020,,F6sep21 9m T
BVR,50,8/23/21 10:18,6,,4/13/22,22.5,254,,B23aug21 6m t
FCR,50,9/14/21 11:40,8,,4/13/22,29.3,1010,,F14sep21 8m T
FCR,50,10/4/21 11:20,0.1,,4/13/22,16.2,228,,F4oct21 0.1m T
FCR,50,8/31/21 10:22,6.2,,4/13/22,25,965,,F31aug21 6.2m T
CCR,50,8/19/21 12:00,6,,4/13/22,10.2,221,datetime_flag!,C19aug21 6m T
BVR,50,8/23/21 10:08,3,,4/13/22,18.4,389,,B23aug21 3m T
CCR,500,8/19/21 17:24,0.1,,4/13/22,25.7,649,,C19aug21 CCT T
BVR,50,9/6/21 14:08,9,,4/13/22,26.4,1460,,B6sep21 9m T
FCR,50,8/31/21 9:55,3.8,,4/13/22,16.2,244,,F31aug21 3.8m T
FCR,50,9/6/21 13:19,1.6,,4/13/22,15.9,275,,F6sep21 1.6m T
FCR,50,9/27/21 11:13,8,,4/13/22,37.6,1050,,F27sep21 8m T
FCR,50,9/21/21 13:30,1.6,,4/13/22,16.3,239,,F21sep21 1.6m T
CCR,51,8/19/21 10:00,1.5,,4/13/22,10.4,176,datetime_flag!,C19aug21 EXO1.5m T
CCR,301,11/19/21 12:00,0.1,,4/13/22,7.81,58.4,datetime_flag!,C19nov21 SMB T
FCR,50,11/22/21 13:39,6.2,,4/13/22,34.3,382,,F22nov21 6.2m T
FCR,50,8/2/21 11:12,6.2,,4/13/22,20.9,833,,F2aug21 6.2m T
FCR,50,8/23/21 13:54,9,,4/13/22,26.6,1020,,F23aug21 9m T
FCR,100.1,11/22/21 12:00,0.1,R1,4/13/22,134,649,,F22nov21 ISCO A
FCR,50,8/2/21 11:46,9,,4/13/22,21.6,860,,F2aug21 9m
FCR,50,11/22/21 13:25,5,,4/13/22,35.6,365,,F22nov21 5m T
CCR,50,11/19/21 12:11,6,,4/13/22,13.9,216,,C19nov21 6m T
BVR,50,8/23/21 10:39,11,,4/13/22,61.5,1590,,B23aug21 11m T
FCR,200,11/22/21 12:00,0.1,,4/13/22,38.5,112,datetime_flag!,F22 nov21 wet T
CCR,50,11/19/21 12:11,1.5,,4/13/22,12.9,224,,C19nov21 1.5m T
CCR,51,11/19/21 12:11,9,,4/13/22,10.3,194,,C19aug21 EXO 9m T
CCR,50,11/19/21 12:11,20,,4/13/22,11.5,231,changed from 21 to 20,C19nov21 21m T
FCR,100,8/2/21 13:00,0.1,,4/13/22,34.1,237,,F2aug21 weir T
FCR,100,11/22/21 12:00,0.1,,4/13/22,27,63.7,,F22nov21 weir T
CCR,50,9/23/21 13:36,6,,4/13/22,10,233,,C23sep21 6m T
SUN,buoy,10/20/21 12:00,10,,4/13/22,2.59,206,datetime_flag!,SUNP 20oct21 10m buoy T
FCR,50,11/8/21 9:53,1.6,,4/13/22,26.6,283,,F08nov21 1.6m T
BVR,50,11/22/21 10:13,6,,4/13/22,21.3,311,,B22nov21 6m T
FCR,50,8/2/21 10:43,1.6,,4/13/22,22.4,320,,F2aug21 1.6m T
FCR,100,9/14/21 16:19,0.1,,4/13/22,32.9,232,,F14sep21 weir T
FCR,50,9/21/21 10:11,0.1,,4/13/22,19.7,217,,F21sep21 0.1m T
FCR,50,8/16/21 10:41,6.2,,4/13/22,18.9,809,,F16aug21 6.2m T
BVR,50,3/8/21 10:58,11,,4/13/22,50.8,317,,B08mar21 11m T
FCR,50,11/3/21 11:30,9,,4/13/22,31.3,1060,changed from the 1st to the 3rd,F03nov21 9m T
FCR,200,8/31/21 12:00,0.1,,4/13/22,103,252,,F31aug21 wet T
FCR,50,11/3/21 11:11,6.2,,4/13/22,26.8,411,,F3nov21 6.2m T
FCR,50,8/31/21 9:30,0.1,,4/13/22,18.9,318,,F31aug21 0.1m T
BVR,50,11/9/21 10:32,0.1,,4/13/22,21,276,,B09nov21 0.1m T
FCR,50,8/31/21 10:07,5,,4/13/22,21.5,495,,F31aug21 5m T
FCR,50,8/23/21 13:37,8,,4/13/22,26.8,840,,F23aug21 8m T
BVR,50,9/6/21 9:45,0.1,,4/13/22,18.1,428,,B6sep21 0.1m T
FCR,50,9/21/21 14:08,9,,4/13/22,32.9,806,,F21sep21 9m T
CCR,301,8/19/21 16:45,0.1,,4/13/22,7.32,81.1,,C19aug21 SMB T
FCR,50,8/23/21 12:55,3.8,,4/13/22,18.8,224,,F23aug21 3.8m T
FCR,50,9/14/21 11:09,3.8,,4/13/22,23.7,262,,F14sep21 3.8m T
FCR,50,9/21/21 13:38,5,,4/13/22,31.7,767,,F21sep21 5m T
FCR,50,8/31/21 10:46,9,,4/13/22,23.5,918,,F31aug21 9m T rerun
BVR,50,8/23/21 10:00,0.1,,4/13/22,19.7,391,,B23aug21 0.1m T rerun
BVR,50,9/21/21 14:08,9,,4/13/22,31.74,1194,,B21sep21 9m T dilute
BVR,50,9/6/21 10:36,10,,4/13/22,28.26,1464,,B6sep21 10m T dilute
FCR,100.1,8/2/21 13:00,0.1,R1,4/13/22,453,2094,,F2aug21 ISCO A dilute
BVR,50,10/12/21 11:53,9,,4/13/22,37.02,1386,,B12oct21 9m T dilute
FCR,100.1,8/31/21 13:38,0.1,R1,4/13/22,301.8,1110,,F31aug21 ISCO A dilute
FCR,100.1,9/14/21 16:19,0.1,R1,4/13/22,187.2,750,,F14sep21 ISCO A dilute
FCR,200,11/8/21 12:00,0.1,,5/4/22,39.5,205,,F08nov21 wet T
FCR,50,4/19/22 10:34,6.2,,5/4/22,24.9,265,,F19apr22 6.2m T
BVR,50,10/12/21 11:15,0.1,,5/4/22,20.5,333,,B12oct21 0.1 T
FCR,50,11/22/21 13:49,8,,5/4/22,36.4,408,,F22nov21 8m T
FCR,50,10/18/21 11:00,1.6,,5/4/22,26.9,339,,F18oct21 1.6m T
FCR,50,11/3/21 10:53,3.8,,5/4/22,31.8,507,,F03nov21 3.8m T
FCR,50,11/3/21 11:02,5,,5/4/22,28.1,451,,F03nov21 5m T
FCR,50,10/18/21 11:51,6.2,,5/4/22,55.1,1440,,F18oct21 6.2m T
BVR,50,11/22/21 10:04,0.1,,5/4/22,18.7,365,,B22nov21 0.1m T
FCR,50,4/19/22 10:28,5,,5/4/22,26.4,315,,F19apr22 5m T
FCR,100.1,10/11/21 15:15,0.1,R1,5/4/22,47.1,389,,F11oct21 ISCO A
FCR,50,11/8/21 10:10,5,,5/4/22,28.4,436,,F08nov21 5m T
FCR,50,4/19/22 10:11,1.6,,5/4/22,27,294,,F19apr22 1.6m T
FCR,50,3/17/22 11:10,3.8,,5/4/22,30.7,337,,F17mar22 3.8m T
FCR,50,2/24/22 12:00,0.1,,5/4/22,22.7,301,datetime_flag!,F24feb22 0.1m T
FCR,100,4/19/22 12:45,0.1,,5/4/22,19.1,96.6,,F19apr22 weir T
CCR,50,9/23/21 13:45,9,,5/4/22,10.2,228,,C23sep21 9m T
FCR,50,10/25/21 10:53,5,,5/4/22,45.5,640,,F25oct21 5m T
FCR,100,11/8/21 13:20,0.1,,5/4/22,25.7,72.1,,F08nov21 weir T
BVR,50,10/12/21 11:27,3,,5/4/22,21.5,337,,B12oct21 3m T
FCR,50,11/8/21 10:01,3.8,,5/4/22,25.7,300,,F08nov21 3.8m T
CCR,400,2/28/22 10:31,0.1,,5/4/22,13.4,215,,C28feb22 TCT T
FCR,50,10/11/21 11:15,6.2,,5/4/22,47.6,1130,,F11oct21 6.2m T
FCR,50,4/12/22 11:48,8,,5/4/22,26.6,312,,F12apr22 8m T
BVR,50,11/22/21 10:10,3,,5/4/22,19.8,345,,B22nov21 3m T
FCR,50,3/17/22 11:00,1.6,,5/4/22,20.6,253,,F17mar22 1.6m T
CCR,50,11/19/21 12:11,0.1,,5/4/22,13.7,629,,C19nov21 0.1m T
BVR,50,10/26/21 11:25,0.1,,5/4/22,19.6,331,,B26oct21 0.1m T
FCR,50,4/12/22 11:34,6.2,,5/4/22,23.9,310,,F12apr22 6.2m T
BVR,50,1/26/22 13:50,9,,5/4/22,19.4,298,,B26jan22 9m T
FCR,50,2/24/22 12:00,8,,5/4/22,22.5,282,datetime_flag!,F24feb22 8m T
FCR,100,1/26/22 11:25,0.1,,5/4/22,14.9,79.3,,F26jan22 weir T
BVR,50,2/24/22 10:02,0.1,,5/4/22,21.4,321,,B24feb22 0.1m T
FCR,50,11/3/21 11:19,8,,5/4/22,31.1,966,,F03nov21 8m T
FCR,50,1/31/22 11:42,9,,5/4/22,44.2,662,,F31jan22 9m T
BVR,50,2/24/22 10:14,3,,5/4/22,21.2,314,,B24feb22 3m T
FCR,50,11/22/21 12:54,1.6,,5/4/22,36.7,437,,F22nov21 1.6m T
FCR,50,3/17/22 11:30,8,,5/4/22,29.9,335,,F17mar22 8m T
CCR,50,2/28/22 10:50,6,,5/4/22,11.1,241,,C28feb22 6m T
FCR,200,4/19/22 13:36,0.1,,5/4/22,41.9,175,,F19apr22 wet T
FCR,50,10/18/21 11:20,3.8,,5/4/22,25.2,321,,F18oct21 3.8m T
FCR,50,1/31/22 11:30,6.2,,5/4/22,26.2,358,,F31jan22 6.2m T
FCR,50,4/12/22 14:56,9,,5/4/22,32.5,340,,F12apr22 9m T
FCR,50,11/8/21 10:25,9,,5/4/22,28.4,405,,F08nov21 9m T
FCR,50,4/19/22 10:48,8,,5/4/22,25.2,282,,F19apr22 8m T
CCR,50,9/23/21 13:55,20,,5/4/22,34,756,,C23sep21 20m T
FCR,50,10/25/21 11:11,6.2,,5/4/22,38.2,1190,,F25oct21 6.2m T
FCR,200,10/11/21 15:40,0.1,,5/4/22,61.3,214,,F11oct21 wet T
FCR,50,11/3/21 10:44,1.6,,5/4/22,26.6,424,,F03nov21 1.6m T
FCR,50,1/31/22 11:05,0.1,,5/4/22,14.3,205,,F31jan22 0.1m T
BVR,50,3/22/22 11:40,6,,5/4/22,18.4,275,,B22mar22 6m T
BVR,50,1/26/22 13:32,3,,5/4/22,21.8,330,,B26jan22 3m T
FCR,50,4/12/22 11:10,3.8,,5/4/22,25.3,270,,F12apr22 3.8m T
FCR,50,3/17/22 11:18,5,,5/4/22,24,290,,F17mar22 5m T
FCR,50,10/25/21 11:24,8,,5/4/22,37.4,1400,,F25oct21 8m T
BVR,50,10/26/21 12:00,6,,5/4/22,23.5,361,,B26oct21 6m T
BVR,50,11/9/21 11:12,9,,5/4/22,18.3,379,,B09nov21 9m T
FCR,50,10/11/21 10:30,0.1,,5/4/22,21.6,323,,F11oct21 0.1m T
FCR,50,10/11/21 11:00,3.8,,5/4/22,34.4,411,,F11oct21 3.8m T
BVR,50,3/22/22 11:30,3,,5/4/22,18.2,274,,B22mar22 3m T
FCR,50,2/24/22 12:00,3.8,,5/4/22,23.8,269,datetime_flag!,F24feb22 3.8m T
FCR,50,3/17/22 11:22,6.2,,5/4/22,30.4,323,,F17mar22 6.2m T
FCR,50,11/8/21 10:25,8,,5/4/22,27.8,453,,F08nov21 8m T
FCR,50,11/22/21 13:05,3.8,,5/4/22,40,448,,F22nov21 3.8m T
FCR,50,11/8/21 10:18,6.2,,5/4/22,26.7,418,,F08nov21 6.2m T
BVR,50,10/26/21 11:40,3,,5/4/22,23.6,371,,B26oct21 3m T
FCR,50,3/17/22 11:40,9,,5/4/22,30.9,339,,F17mar22 9m T
BVR,50,8/9/21 10:05,0.1,,5/4/22,15.9,331,,B09aug21 0.1m T
CCR,100,11/19/21 13:41,0.1,,5/4/22,4.28,72,,C19nov21 HPB T
FCR,50,10/11/21 11:32,9,,5/4/22,45.5,1320,,F11oct21 9m T
FCR,100.1,10/25/21 14:40,0.1,R1,5/4/22,58.8,312,,F25oct21 weir ISCO A
FCR,50,3/17/22 10:50,0.1,,5/4/22,23.8,267,,F17mar22 0.1m T
BVR,50,1/26/22 13:25,0.1,,5/4/22,19,294,,B26jan22 0.1m T
FCR,50,10/25/21 10:30,3.8,,5/4/22,22.8,299,,F25oct21 3.8m T
FCR,50,10/11/21 11:22,8,,5/4/22,50.3,1310,,F11oct21 8m T
BVR,50,4/12/22 14:34,3,,5/4/22,20.8,314,,B12apr22 3m T
FCR,50,10/11/21 10:50,1.6,,5/4/22,22.1,290,,F11oct21 1.6m T
BVR,50,2/24/22 10:43,9,,5/4/22,17.2,304,,B24feb22 9m T
BVR,50,1/26/22 13:40,6,,5/4/22,18.7,330,,B26jan22 6m T
BVR,50,10/12/21 11:40,6,,5/4/22,26.1,514,,B12oct21 6m T
FCR,50,10/25/21 11:45,9,,5/4/22,38.9,1370,,F25oct21 9m T
FCR,50,4/19/22 11:01,9,,5/4/22,25.7,344,,F19apr22 9m T
FCR,50,11/22/21 14:00,9,,5/4/22,33.8,335,,F22nov21 9m T
FCR,50,10/25/21 10:00,0.1,,5/4/22,21.4,318,,F25oct21 0.1m T
FCR,50,10/4/21 12:20,5,,5/4/22,43,815,,F04oct21 5m T
FCR,100,10/11/21 15:15,0.1,,5/4/22,29.4,153,,F11oct21 weir T
CCR,301,9/23/21 18:20,0.1,,5/4/22,11,143,,C23sep21 SMB T
FCR,50,10/25/21 10:16,1.6,,5/4/22,20.3,297,,F25oct21 1.6m T
FCR,50,10/11/21 11:05,5,,5/4/22,42.6,561,,F11oct21 5m T
FCR,50,1/31/22 11:35,8,,5/4/22,37.4,570,,F31jan22 8m T
FCR,50,11/3/21 10:35,0.1,,5/4/22,26.6,423,,F03nov21 0.1m T
FCR,50,2/24/22 12:00,1.6,,5/4/22,27.3,302,datetime_flag!,F24feb22 1.6m T
FCR,100,10/25/21 14:40,0.1,,5/4/22,44.4,157,,F25oct21 weir T
FCR,50,4/19/22 10:19,3.8,,5/4/22,26,288,,F19apr22 3.8m T rerun
FCR,50,11/8/21 9:45,0.1,,5/4/22,25.3,357,,F08nov21 0.1m T rerun
FCR,100.1,11/8/21 13:20,0.1,R1,5/4/22,191.6,1212,,F08nov21 wier ISCOA diluted
BVR,50,10/26/21 12:14,9,,5/4/22,28,2160,,B26oct21 9m T diluted
BVR,50,10/26/21 12:30,10,,5/4/22,28,2140,10 meters not 11,B26oct21 11m T diluted
BVR,50,10/12/21 12:02,10,,5/4/22,43.6,2480,,B12oct21 10m T diluted
BVR,50,9/21/21 10:41,10,,5/4/22,39.2,2580,,B21sep21 10m T diluted
